"periode_data","tahun","nama_provinsi","nama_kabupaten_kota","nama_kecamatan","jenis_kelamin","jumlah","keterangan"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA PUSAT","CEMPAKA PUTIH","Laki-laki","80","Antar Kelurahan dalam 1 Kecamatan"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PANCORAN","Perempuan","213","Antar Kelurahan dalam 1 Kecamatan"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PANCORAN","Laki-laki","631","Antar Kecamatan dalam 1 Kota"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PANCORAN","Perempuan","655","Antar Kecamatan dalam 1 Kota"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PANCORAN","Laki-laki","410","Antar Kota dalam 1 Provinsi"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PANCORAN","Perempuan","456","Antar Kota dalam 1 Provinsi"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","Laki-laki","453","Antar Kelurahan dalam 1 Kecamatan"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","Perempuan","560","Antar Kelurahan dalam 1 Kecamatan"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","Laki-laki","482","Antar Kecamatan dalam 1 Kota"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","Perempuan","572","Antar Kecamatan dalam 1 Kota"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","Laki-laki","458","Antar Kota dalam 1 Provinsi"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","Perempuan","438","Antar Kota dalam 1 Provinsi"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PESANGGRAHAN","Laki-laki","229","Antar Kelurahan dalam 1 Kecamatan"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PESANGGRAHAN","Perempuan","250","Antar Kelurahan dalam 1 Kecamatan"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PESANGGRAHAN","Laki-laki","339","Antar Kecamatan dalam 1 Kota"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PESANGGRAHAN","Perempuan","427","Antar Kecamatan dalam 1 Kota"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PESANGGRAHAN","Laki-laki","456","Antar Kota dalam 1 Provinsi"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PESANGGRAHAN","Perempuan","442","Antar Kota dalam 1 Provinsi"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","MATRAMAN","Laki-laki","223","Antar Kelurahan dalam 1 Kecamatan"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","MATRAMAN","Perempuan","228","Antar Kelurahan dalam 1 Kecamatan"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","MATRAMAN","Laki-laki","638","Antar Kecamatan dalam 1 Kota"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","MATRAMAN","Perempuan","655","Antar Kecamatan dalam 1 Kota"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","MATRAMAN","Laki-laki","535","Antar Kota dalam 1 Provinsi"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","MATRAMAN","Perempuan","542","Antar Kota dalam 1 Provinsi"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","PULO GADUNG","Laki-laki","593","Antar Kelurahan dalam 1 Kecamatan"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","PULO GADUNG","Perempuan","619","Antar Kelurahan dalam 1 Kecamatan"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","PULO GADUNG","Laki-laki","1314","Antar Kecamatan dalam 1 Kota"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","PULO GADUNG","Perempuan","1405","Antar Kecamatan dalam 1 Kota"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","PULO GADUNG","Laki-laki","817","Antar Kota dalam 1 Provinsi"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","PULO GADUNG","Perempuan","889","Antar Kota dalam 1 Provinsi"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","Laki-laki","447","Antar Kelurahan dalam 1 Kecamatan"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","Perempuan","420","Antar Kelurahan dalam 1 Kecamatan"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","Laki-laki","1081","Antar Kecamatan dalam 1 Kota"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","Perempuan","1119","Antar Kecamatan dalam 1 Kota"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","Laki-laki","815","Antar Kota dalam 1 Provinsi"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","Perempuan","836","Antar Kota dalam 1 Provinsi"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","Laki-laki","483","Antar Kelurahan dalam 1 Kecamatan"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","Perempuan","499","Antar Kelurahan dalam 1 Kecamatan"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","Laki-laki","1093","Antar Kecamatan dalam 1 Kota"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","Perempuan","1156","Antar Kecamatan dalam 1 Kota"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","Laki-laki","597","Antar Kota dalam 1 Provinsi"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","Perempuan","667","Antar Kota dalam 1 Provinsi"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","PASAR REBO","Laki-laki","505","Antar Kelurahan dalam 1 Kecamatan"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","PASAR REBO","Perempuan","527","Antar Kelurahan dalam 1 Kecamatan"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","PASAR REBO","Laki-laki","611","Antar Kecamatan dalam 1 Kota"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","PASAR REBO","Perempuan","677","Antar Kecamatan dalam 1 Kota"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","PASAR REBO","Laki-laki","341","Antar Kota dalam 1 Provinsi"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","PASAR REBO","Perempuan","313","Antar Kota dalam 1 Provinsi"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","Laki-laki","1056","Antar Kelurahan dalam 1 Kecamatan"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","Perempuan","1155","Antar Kelurahan dalam 1 Kecamatan"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","Laki-laki","876","Antar Kecamatan dalam 1 Kota"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","Perempuan","1002","Antar Kecamatan dalam 1 Kota"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","Laki-laki","1007","Antar Kota dalam 1 Provinsi"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","Perempuan","1093","Antar Kota dalam 1 Provinsi"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","Laki-laki","743","Antar Kelurahan dalam 1 Kecamatan"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","Perempuan","813","Antar Kelurahan dalam 1 Kecamatan"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","Laki-laki","1039","Antar Kecamatan dalam 1 Kota"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","Perempuan","1104","Antar Kecamatan dalam 1 Kota"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","Laki-laki","767","Antar Kota dalam 1 Provinsi"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","Perempuan","794","Antar Kota dalam 1 Provinsi"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","MAKASAR","Laki-laki","203","Antar Kelurahan dalam 1 Kecamatan"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","MAKASAR","Perempuan","249","Antar Kelurahan dalam 1 Kecamatan"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","MAKASAR","Laki-laki","741","Antar Kecamatan dalam 1 Kota"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","MAKASAR","Perempuan","792","Antar Kecamatan dalam 1 Kota"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","MAKASAR","Laki-laki","320","Antar Kota dalam 1 Provinsi"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","MAKASAR","Perempuan","334","Antar Kota dalam 1 Provinsi"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIRACAS","Laki-laki","484","Antar Kelurahan dalam 1 Kecamatan"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIRACAS","Perempuan","552","Antar Kelurahan dalam 1 Kecamatan"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIRACAS","Laki-laki","906","Antar Kecamatan dalam 1 Kota"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIRACAS","Perempuan","993","Antar Kecamatan dalam 1 Kota"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIRACAS","Laki-laki","402","Antar Kota dalam 1 Provinsi"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIRACAS","Perempuan","381","Antar Kota dalam 1 Provinsi"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","Laki-laki","500","Antar Kelurahan dalam 1 Kecamatan"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","Perempuan","494","Antar Kelurahan dalam 1 Kecamatan"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","Laki-laki","623","Antar Kecamatan dalam 1 Kota"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","Perempuan","663","Antar Kecamatan dalam 1 Kota"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","Laki-laki","306","Antar Kota dalam 1 Provinsi"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","Perempuan","266","Antar Kota dalam 1 Provinsi"
