Title,Bedrooms,Bathrooms,Carports,Agent,Price_num,Installment_num,Land_sqm,Building_sqm,Area,City,Price_sqm,property_type,price_per_land_m2,price_segment,land_building_ratio,Price_sqm_M,query,lat,lon
"Rumah Rasa Villa Dago Village Minimalis Modern Unfurnished SHM Bandung Kota, Bandung",3,2,1,Claudia Audrey,5600000000.0,23000000,300,178,Bandung Kota,Bandung,31460674.16,Residential,18666667.0,5–10B,1.69,31.46067416,"Bandung Kota, Bandung, Indonesia",-6.8611533,107.591677
Rumah Dijual di Bandung,2,1,1,Grand Estate,575000000.0,2000000,85,55,Cileunyi,Bandung,10454545.45,Residential,6764706.0,500M–1B,1.55,10.45454545,"Cileunyi, Bandung, Indonesia",-6.9411936,107.7434564
Rumah Murah Dekat Akses Tol Dan Stasiun di Rancaekek Bandung,2,1,1,Grand Estate,490000000.0,2000000,78,40,Rancaekek,Bandung,12250000.0,Residential,6282051.0,< 500M,1.95,12.25,"Rancaekek, Bandung, Indonesia",-6.9648801,107.7559578
"Dijual Rumah di depan Kiara Artha Park, Bandung",3,2,1,Grand Estate,1350000000.0,5000000,101,105,Kiaracondong,Bandung,12857142.86,Residential,13366337.0,1–2B,0.96,12.85714286,"Kiaracondong, Bandung, Indonesia",-6.9247499,107.6462773
"Harga di Bawah NJOP, Hanya Hitung Tanah. Rumah Tinggal Terawat Posisi Hook di Kawasan Strategis Sukamulya, Pasteur, Bandung",5,3,1,Vina Beyond,4600000000.0,19000000,580,250,Pasteur,Bandung,18400000.0,Residential,7931034.0,2–5B,2.32,18.4,"Pasteur, Bandung, Indonesia",-6.8911652,107.6014846
Dijual Rumah Murah Cisaranten Lokasi Strategis Siap Huni,2,2,1,Smartproperty,800000000.0,3000000,70,70,Arcamanik,Bandung,11428571.43,Residential,11428571.0,500M–1B,1.0,11.42857143,"Arcamanik, Bandung, Indonesia",-6.9214466,107.6770159
Dijual Rumah Cibiru Lokasi Strategis Siap Huni,3,2,1,Smartproperty,385000000.0,1000000,60,166,Cibiru,Bandung,2319277.108,Residential,6416667.0,< 500M,0.36,2.319277108,"Cibiru, Bandung, Indonesia",-6.915059,107.7211914
Rumah Lux Kbp Tatar Rambut Kasih Private Residence,4,3,2,Claudia Prasetya,9000000000.0,38000000,350,360,Kota Baru Parahyangan,Bandung,25000000.0,Residential,25714286.0,5–10B,0.97,25.0,"Kota Baru Parahyangan, Bandung, Indonesia",-6.8671183,107.4679452
Rumah 2 Lantai Bagus di Kota Baru Parahyangan Punawangi,3,2,1,Claudia Prasetya,2750000000.0,11000000,120,95,Kota Baru Parahyangan,Bandung,28947368.42,Residential,22916667.0,2–5B,1.26,28.94736842,"Kota Baru Parahyangan, Bandung, Indonesia",-6.8671183,107.4679452
"Rumah Kantor Dengan Design Minimalis, Cocok Untuk Dijadikan Kantor Dan Usaha Lainnya",6,6,8,Ujang Supriatna,22500000000.0,95000000,995,517,Dago,Bandung,43520309.48,Residential,22613065.0,10–50B,1.92,43.520309479999995,"Dago, Bandung, Indonesia",-6.8750079,107.6159521
Kota Baru Parahyangan KBP Rumah Baru Furnished c/w Electronic luas Tanah 200 m¬≤ dekat IKEA,4,1,2,Cbd,4680000000.0,19000000,200,220,Kota Baru Parahyangan,Bandung,21272727.27,Residential,23400000.0,2–5B,0.91,21.27272727,"Kota Baru Parahyangan, Bandung, Indonesia",-6.8671183,107.4679452
Rumah Baru Minimalis Modern Kopo Kanaya Residence dekat Tol Kopo,2,1,1,Velicia Surjadi,826000000.0,3000000,69,50,Bandung Kota,Bandung,16520000.0,Residential,11971014.0,500M–1B,1.38,16.52,"Bandung Kota, Bandung, Indonesia",-6.8611533,107.591677
Dijual Rumah 2lantai Cluster Setra Dago Antapani Dekat Pusat Kota,3,3,1,Dani Ramdani Galunggung,1270000000.0,5000000,91,83,Antapani,Bandung,15301204.82,Residential,13956044.0,1–2B,1.1,15.30120482,"Antapani, Bandung, Indonesia",-6.9178562,107.6598814
Rumah Lux Sayap Pasteur Taman Milenium,5,5,4,Susan Tedja,5500000000.0,23000000,213,450,Pasteur,Bandung,12222222.22,Residential,25821596.0,5–10B,0.47,12.22222222,"Pasteur, Bandung, Indonesia",-6.8911652,107.6014846
Dijual cepat rumah asri terawat di kota bandung. Antapani,4,3,2,Liza Hestina Manurung,3200000000.0,13000000,294,250,Antapani,Bandung,12800000.0,Residential,10884354.0,2–5B,1.18,12.8,"Antapani, Bandung, Indonesia",-6.9178562,107.6598814
Dijual Rumah Murah Fullspeek Siap Di Huni,2,1,1,Suryana,175000000.0,741000000,50,30,Buah Batu,Bandung,5833333.333,Residential,3500000.0,< 500M,1.67,5.833333333,"Buah Batu, Bandung, Indonesia",-6.9646675,107.629938
* Dijual Rumah Baru Design Hyped Kekinian Di Tki 2 Bandung*,3,2,2,Meilina Chen,1450000000.0,6000000,104,105,Kopo,Bandung,13809523.81,Residential,13942308.0,1–2B,0.99,13.80952381,"Kopo, Bandung, Indonesia",-6.9378573,107.5853876
Jual Nego Rumah Cluster Nyaman dan Sejuk Dengan Hijau di Kolonel Masturi Cimahi,3,2,1,Acong,1500000000.0,6000000,105,84,Cimahi,Bandung,17857142.86,Residential,14285714.0,1–2B,1.25,17.85714286,"Cimahi, Bandung, Indonesia",-6.989444,107.509722
Jual Rumah Baru Renov Siap Huni di Cluster Budisari Bandung Utara,4,4,1,Tinneke Septiani Hidayat,8500000000.0,36000000,375,400,Setiabudi,Bandung,21250000.0,Residential,22666667.0,5–10B,0.94,21.25,"Setiabudi, Bandung, Indonesia",-6.8689938,107.5934024
Rumah Summarecon Bandung Cluster Ivora Flora Genova Geonna Hillary Emily Xandari Dayana Chelsea Cherry Cynthia Amanda Btari Smart Home,2,2,1,Meliana,1600000000.0,6000000,84,74,Summarecon Bandung,Bandung,21621621.62,Residential,19047619.0,1–2B,1.14,21.621621620000003,"Summarecon Bandung, Bandung, Indonesia",-6.9562197,107.6951188
Rumah Asri Siap Huni Lokasi Strategis Di Buah Batu,12,6,6,Nati Nati,3600000000.0,15000000,348,260,Buah Batu,Bandung,13846153.85,Residential,10344828.0,2–5B,1.34,13.84615385,"Buah Batu, Bandung, Indonesia",-6.9646675,107.629938
Wah Kece Nih Rumah Asri Cocok Untuk Family Di Citeureup Cimahi,5,3,1,Nati Nati,2850000000.0,12000000,339,270,Cimahi,Bandung,10555555.56,Residential,8407080.0,2–5B,1.26,10.55555556,"Cimahi, Bandung, Indonesia",-6.989444,107.509722
"Rumah Hitung Tanah Di Sayap Ancol , Srimahi Bandung Ref.04429",2,1,1,Ronald Phoenixindo,1100000000.0,4000000,88,70,Regol,Bandung,15714285.71,Residential,12500000.0,1–2B,1.26,15.71428571,"Regol, Bandung, Indonesia",-6.9395914,107.6137269
"Rumah Siap Huni di Sayap Muara, Leuwipanjang Bandung Ref.04272",3,2,1,Ronald Phoenixindo,975000000.0,4000000,85,100,Bojongloa Kidul,Bandung,9750000.0,Residential,11470588.0,500M–1B,0.85,9.75,"Bojongloa Kidul, Bandung, Indonesia",-6.9470362,107.5962714
"Rumah baru renov di sayap Leuwipanjang, Peta, Muara Ref.02829",3,3,1,Ronald Phoenixindo,2500000000.0,10000000,235,175,Bojongloa Kidul,Bandung,14285714.29,Residential,10638298.0,2–5B,1.34,14.28571429,"Bojongloa Kidul, Bandung, Indonesia",-6.9470362,107.5962714
Ruko Siap Huni di Mekar Wangi Main Road dekat ke Singgasana Ref.04393,3,3,1,Ronald Phoenixindo,3500000000.0,14000000,123,220,Bojongloa Kidul,Bandung,15909090.91,Residential,28455285.0,2–5B,0.56,15.90909091,"Bojongloa Kidul, Bandung, Indonesia",-6.9470362,107.5962714
Dijual Rumah Baru Renovasi Puri Cipageran Indah Lokasi Strategis Siap Huni!,2,2,1,Smartproperty,795000000.0,3000000,72,120,Cimahi,Bandung,6625000.0,Residential,11041667.0,500M–1B,0.6,6.625,"Cimahi, Bandung, Indonesia",-6.989444,107.509722
Rumah 2 Lantai Model Tumbuh Bagus Baru di Buah Batu Bandung,2,1,1,Indo Estates Pro,1500000000.0,6000000,90,73,Buah Batu,Bandung,20547945.21,Residential,16666667.0,1–2B,1.23,20.54794521,"Buah Batu, Bandung, Indonesia",-6.9646675,107.629938
Rumah Baru Kawasan Villa Dago Pakar Luas 512,3,3,2,Hansel Tanthio,5500000000.0,23000000,512,300,Resor Dago Pakar,Bandung,18333333.33,Residential,10742188.0,5–10B,1.71,18.33333333,"Resor Dago Pakar, Bandung, Indonesia",-6.8652249,107.6263476
Bagus Banget Survey Langsung Suka Lokasi Strategis View Oke,2,2,2,Ati Rosdiana,1900000000.0,8000000,120,105,Lembang,Bandung,18095238.1,Residential,15833333.0,1–2B,1.14,18.095238100000003,"Lembang, Bandung, Indonesia",-6.8354546,107.6907193
Jual Cepat Rumah Baru Renovasi Harga Dibawah Pasaran di Kopo,4,2,1,Maria Susanti,999000000.0,4000000,120,124,Kopo,Bandung,8056451.613,Residential,8325000.0,500M–1B,0.97,8.056451613,"Kopo, Bandung, Indonesia",-6.9378573,107.5853876
Rumah Minimalis Di Taman Kopo Indah Tki,2,2,1,Feliana Setiaji,1050000000.0,4000000,96,100,Margaasih,Bandung,10500000.0,Residential,10937500.0,1–2B,0.96,10.5,"Margaasih, Bandung, Indonesia",-6.9309792,107.5421506
"Jual : Miliki Rumah Di Graha Batu Karang, Cipamokolan, Rancasari, Bandung Dekat Metro Soekarno Hatta",3,2,1,Flikz Kurnia,1500000000.0,6000000,99,150,Rancasari,Bandung,10000000.0,Residential,15151515.0,1–2B,0.66,10.0,"Rancasari, Bandung, Indonesia",-6.9535356,107.6752098
Turun Harga! Rumah Kejaksaan Tengah Kota Bandung,5,2,1,Susan Tedja,7000000000.0,29000000,313,175,Bandung Kota,Bandung,40000000.0,Residential,22364217.0,5–10B,1.79,40.0,"Bandung Kota, Bandung, Indonesia",-6.8611533,107.591677
"Rumah Bagus Margahayu, Bandung",3,2,1,Susan Tedja,1800000000.0,7000000,84,110,Margahayu,Bandung,16363636.36,Residential,21428571.0,1–2B,0.76,16.36363636,"Margahayu, Bandung, Indonesia",-6.9716176,107.584734
Rumah Bagus Furnished Kota Baru Parahyangan Jingganagara,4,3,2,Susan Tedja,4680000000.0,19000000,200,220,Kota Baru Parahyangan,Bandung,21272727.27,Residential,23400000.0,2–5B,0.91,21.27272727,"Kota Baru Parahyangan, Bandung, Indonesia",-6.8671183,107.4679452
Rumah Cluster Baru Sangat Murah Modeen Minimalis Summarecon Bandung,3,3,2,Irene Xaveria Sap,1600000000.0,6000000,108,106,Summarecon Bandung,Bandung,15094339.62,Residential,14814815.0,1–2B,1.02,15.09433962,"Summarecon Bandung, Bandung, Indonesia",-6.9562197,107.6951188
Rumah Mewah Moderen Semi Furnished Lokasi Best Turangga,7,6,3,Dani Intan Nugraha,7400000000.0,31000000,380,500,Turangga,Bandung,14800000.0,Residential,19473684.0,5–10B,0.76,14.8,"Turangga, Bandung, Indonesia",-6.9397199,107.6312477
Rumah Minimalis Harga Terjangkau Dikatapang Kab Bandung,2,1,1,Bumi Cisangkuy Asri,140000000.0,593000000,36,50,Katapang,Bandung,2800000.0,Residential,3888889.0,< 500M,0.72,2.8,"Katapang, Bandung, Indonesia",-7.0099447,107.5507035
Rumah Murah Sayap Riau Dekat Cafe Bali,5,4,2,Randy Pakarmulia,16000000000.0,67000000,638,587,Riau,Bandung,27257240.2,Residential,25078370.0,10–50B,1.09,27.2572402,"Riau, Bandung, Indonesia",-6.9136653,107.6292049
"Rumah SHM Lokasi Strategis di Jl. Kebon Bibit, Tamansari Bandung Wetan",7,2,1,Anna Diah,1500000000.0,6000000,109,160,Bandung Wetan,Bandung,9375000.0,Residential,13761468.0,1–2B,0.68,9.375,"Bandung Wetan, Bandung, Indonesia",-6.9051357,107.6166566
Jual Rumah Lux Premium Di Summarecon Gedebage Gede Bage Kota Bandung,3,3,2,Susi Prolov,4500000000.0,19000000,200,151,Summarecon Bandung,Bandung,29801324.5,Residential,22500000.0,2–5B,1.32,29.8013245,"Summarecon Bandung, Bandung, Indonesia",-6.9562197,107.6951188
RUMAH BAGUS MINIMALIS MODERN FULL FURNISHED SIAP HUNI DI SAYAP CIKUTRA BANDUNG,4,4,1,Frans Yafet,1600000000.0,6000000,100,130,Cikutra,Bandung,12307692.31,Residential,16000000.0,1–2B,0.77,12.30769231,"Cikutra, Bandung, Indonesia",-6.8993026,107.6372911
Dijual Rumah Semi Furnished Lokasi Sangat Strategis Di Ciumbuleuit Bandung,6,6,2,Meilina Chen,5000000000.0,21000000,430,450,Ciumbuleuit,Bandung,11111111.11,Residential,11627907.0,2–5B,0.96,11.11111111,"Ciumbuleuit, Bandung, Indonesia",-6.8664363,107.6048592
Rumah Bagus Minimalis Modern Siap Huni di Taman Kopo Indah 3 Tki3 Bandung,3,1,1,Tries,1500000000.0,6000000,144,110,Taman Kopo Indah,Bandung,13636363.64,Residential,10416667.0,1–2B,1.31,13.63636364,"Taman Kopo Indah, Bandung, Indonesia",-6.9619418,107.5592618
"Rumah Minimalis Modern 1,5 Lantai Nyaman Siap Huni di Kopo Permai Bandung",3,2,1,Tries,1600000000.0,6000000,216,170,Kopo Permai,Bandung,9411764.706,Residential,7407407.0,1–2B,1.27,9.411764706,"Kopo Permai, Bandung, Indonesia",-6.9671286,107.5865685
Dijual Rumah 3 Lantai Full Furnished Siap Huni Lokasi di Setra Duta Bandung,3,3,2,Tries,3100000000.0,13000000,120,270,Setra Duta,Bandung,11481481.48,Residential,25833333.0,2–5B,0.44,11.481481480000001,"Setra Duta, Bandung, Indonesia",-6.8692406,107.5653495
"Dijual Rumah 1,5 Lantai Nyaman Siap Huni Lokasi di Taman Kopo Katapang Bandung",4,2,1,Tries,999000000.0,4000000,120,124,Katapang,Bandung,8056451.613,Residential,8325000.0,500M–1B,0.97,8.056451613,"Katapang, Bandung, Indonesia",-7.0099447,107.5507035
Rumah Baru Siap Huni di Kembar Mas Sayap Moh Toha Bandung,3,2,1,Siska Natalia,2400000000.0,10000000,171,121,Moch Toha,Bandung,19834710.74,Residential,14035088.0,2–5B,1.41,19.83471074,"Moch Toha, Bandung, Indonesia",,
Cepat Rumah Bagus Fullfurnish di Gegerkalong,4,4,1,Siska Natalia,2400000000.0,10000000,198,300,Geger Kalong,Bandung,8000000.0,Residential,12121212.0,2–5B,0.66,8.0,"Geger Kalong, Bandung, Indonesia",-6.8689008,107.5868817
"Rumah Bagus Siap Huni di Gegerkalong, Sayap Sertasari",2,2,1,Siska Natalia,2950000000.0,12000000,308,180,Geger Kalong,Bandung,16388888.89,Residential,9577922.0,2–5B,1.71,16.38888889,"Geger Kalong, Bandung, Indonesia",-6.8689008,107.5868817
"Rumah Luas Terawat Siap Huni di Batununggal, Bandung",4,4,2,Siska Natalia,17500000000.0,74000000,840,315,Batununggal,Bandung,55555555.56,Residential,20833333.0,10–50B,2.67,55.55555556,"Batununggal, Bandung, Indonesia",-6.9280541,107.6404417
Rumah Harga NJOP Hitung Tanah Saja Siap Pakai di Sayap Pasteur,5,3,1,Siska Natalia,2900000000.0,12000000,345,345,Pasteur,Bandung,8405797.101,Residential,8405797.0,2–5B,1.0,8.405797101,"Pasteur, Bandung, Indonesia",-6.8911652,107.6014846
Rumah Murah Hitung Tanah Lokasi Strategis di Setiabudi,4,4,1,Siska Natalia,3000000000.0,12000000,400,350,Setiabudi,Bandung,8571428.571,Residential,7500000.0,2–5B,1.14,8.571428571,"Setiabudi, Bandung, Indonesia",-6.8689938,107.5934024
Jual Tanah Bonus Rumah Bisa Untuk Usaha di Sayap Gatsu,2,2,2,Siska Natalia,15000000000.0,63000000,823,500,Gatot Subroto,Bandung,30000000.0,Residential,18226002.0,10–50B,1.65,30.0,"Gatot Subroto, Bandung, Indonesia",-6.9236007,107.6239539
Rumah Di Kota Baru Parahyangan Padalarang Harga Di Bawah Pasar,2,2,1,Taniya Ayu Artha,2700000000.0,11000000,198,80,Kota Baru Parahyangan,Bandung,33750000.0,Residential,13636364.0,2–5B,2.48,33.75,"Kota Baru Parahyangan, Bandung, Indonesia",-6.8671183,107.4679452
Rumah Bagus Semi Furnished Podomoro Park Buah Batu Bandung,3,3,2,Winda,2190000000.0,9000000,112,127,Buah Batu,Bandung,17244094.49,Residential,19553571.0,2–5B,0.88,17.24409449,"Buah Batu, Bandung, Indonesia",-6.9646675,107.629938
"Dijual Rumah Bagus Siap Huni Di Setra Duta,,,,",3,3,1,Ine,2950000000.0,12000000,126,250,Setra Duta,Bandung,11800000.0,Residential,23412698.0,2–5B,0.5,11.8,"Setra Duta, Bandung, Indonesia",-6.8692406,107.5653495
Rumah Bagus Nyaman di Setraduta D Grande Corner Berkeley Bandung,3,3,1,Martina Misella,2700000000.0,11000000,80,180,Setra Duta,Bandung,15000000.0,Residential,33750000.0,2–5B,0.44,15.0,"Setra Duta, Bandung, Indonesia",-6.8692406,107.5653495
Rumah di Sayap Dago Cocok untuk Tempat Usaha,7,4,6,Lie Anty,22500000000.0,95000000,726,800,Sayap Dago,Bandung,28125000.0,Residential,30991736.0,10–50B,0.91,28.125,"Sayap Dago, Bandung, Indonesia",,
Rumah Terawat 2 Lantai Siap Huni di Sayap BKR Bandung,4,3,1,Muhammad Yuslam Ramadhan,2300000000.0,9000000,175,250,Regol,Bandung,9200000.0,Residential,13142857.0,2–5B,0.7,9.2,"Regol, Bandung, Indonesia",-6.9395914,107.6137269
"Rumah 1,5 Lantai Dekat Perkantoran dan Tol Buah Batu",7,4,1,Rohimin Pakarindo,1520000000.0,6000000,274,280,Bandung Kota,Bandung,5428571.429,Residential,5547445.0,1–2B,0.98,5.428571429,"Bandung Kota, Bandung, Indonesia",-6.8611533,107.591677
TURANGGA SAYAP RUMAH BARU DIJUAL,3,2,2,William Kartasasmita,2900000000.0,12000000,140,180,Turangga,Bandung,16111111.11,Residential,20714286.0,2–5B,0.78,16.11111111,"Turangga, Bandung, Indonesia",-6.9397199,107.6312477
Dijual Rumah Baru Siap Huni Type 45/87 Daerah Cileunyi,2,1,1,Yusup Nurzaenal,495000000.0,2000000,87,45,Cileunyi,Bandung,11000000.0,Residential,5689655.0,< 500M,1.93,11.0,"Cileunyi, Bandung, Indonesia",-6.9411936,107.7434564
5 Juta All In!! Ujung Berung Rumah Lux 2 Lantai Tanpa Dp,2,2,1,Yusup Nurzaenal,696000000.0,2000000,60,75,Ujungberung,Bandung,9280000.0,Residential,11600000.0,500M–1B,0.8,9.28,"Ujungberung, Bandung, Indonesia",-6.9053267,107.7109547
Rumah Siap huni di Jatihandap hanya 5 menit dari Cicaheum,2,1,1,Amos Nicolas,500000000.0,2000000,72,45,Padasuka,Bandung,11111111.11,Residential,6944444.0,< 500M,1.6,11.11111111,"Padasuka, Bandung, Indonesia",-6.9036677,107.6469704
Rumah Siap Huni Di Green Valley Residence Shm,2,1,1,Amos Nicolas,850000000.0,3000000,150,54,Padasuka,Bandung,15740740.74,Residential,5666667.0,500M–1B,2.78,15.74074074,"Padasuka, Bandung, Indonesia",-6.9036677,107.6469704
Harga dibawah NJOP rumah terawat dgn luas tanah yg besar di trs sutami,6,5,3,Widya Lesmana,11000000000.0,46000000,999,580,Sukasari,Bandung,18965517.24,Residential,11011011.0,10–50B,1.72,18.965517239999997,"Sukasari, Bandung, Indonesia",-6.8892912,107.5887051
"Rumah Murah Bagus Full Furnished di Cluster Di Cigadung, Bandung",3,4,1,Dedi Widiawan,2950000000.0,12000000,214,240,Sayap Dago,Bandung,12291666.67,Residential,13785047.0,2–5B,0.89,12.29166667,"Sayap Dago, Bandung, Indonesia",,
Rumah 2lt Tembalang Dp 39jt +free Biaya¬≤,2,2,2,Alvin,799000000.0,3000000,60,50,Tembalang,Semarang,15980000.0,Residential,13316667.0,500M–1B,1.2,15.98,"Tembalang, Semarang, Indonesia",-7.0601456,110.4466015
Dkt Undip Tembalang | Rumah 2lt Include Free Biaya¬≤,2,2,2,Alvin,916000000.0,3000000,96,57,Tembalang,Semarang,16070175.44,Residential,9541667.0,500M–1B,1.68,16.07017544,"Tembalang, Semarang, Indonesia",-7.0601456,110.4466015
Ruko Tembalang Dp45jt +free Biaya¬≤ Include,2,2,4,Alvin,906000000.0,3000000,54,60,Tembalang,Semarang,15100000.0,Residential,16777778.0,500M–1B,0.9,15.1,"Tembalang, Semarang, Indonesia",-7.0601456,110.4466015
"Dp 23,5t +free Biaya¬≤ | Cluster Tembalang Dkt Undip",1,1,2,Alvin,470000000.0,1000000,60,21,Banyumanik,Semarang,22380952.38,Residential,7833333.0,< 500M,2.86,22.38095238,"Banyumanik, Semarang, Indonesia",-7.0606682,110.4189276
Rumah 2 Lantai Dekat Dengan Fasilitas Umum,4,3,1,Damus,3500000000.0,14000000,302,258,Srondol,Semarang,13565891.47,Residential,11589404.0,2–5B,1.17,13.56589147,"Srondol, Semarang, Indonesia",-7.0512105,110.417948
Rumah Mewah Di Bukit Sari Banyumanik Semarang,5,4,2,Okta Property,4850000000.0,20000000,419,450,Bukit Sari,Semarang,10777777.78,Residential,11575179.0,2–5B,0.93,10.77777778,"Bukit Sari, Semarang, Indonesia",-7.0438649,110.4214429
Rumah Siap Huni Di Purwogondo Semarang Utara,4,3,5,Okta Property,1700000000.0,7000000,702,170,Semarang Utara,Semarang,10000000.0,Residential,2421652.0,1–2B,4.13,10.0,"Semarang Utara, Semarang, Indonesia",-6.9625015,110.4186032
Rumah Tengah Kota Di Tanah Mas Semarang,3,2,2,Okta Property,1100000000.0,4000000,120,100,Tanah Mas,Semarang,11000000.0,Residential,9166667.0,1–2B,1.2,11.0,"Tanah Mas, Semarang, Indonesia",-6.9602512,110.4018668
Rumah Cantik Cluster Griya Kharisma Meteseh Dekat Undip Tembalang,2,1,2,Rizal Zulmi,550000000.0,2000000,72,45,Tembalang,Semarang,12222222.22,Residential,7638889.0,500M–1B,1.6,12.22222222,"Tembalang, Semarang, Indonesia",-7.0601456,110.4466015
Rumah MEWAH Di Citragrand Full Furnished,4,3,3,Okta Property,5200000000.0,22000000,210,270,Citragrand,Semarang,19259259.26,Residential,24761905.0,5–10B,0.78,19.25925926,"Citragrand, Semarang, Indonesia",-7.0368424,110.4569691
Rumah Baru Cluster Buverly Di Candi Golf Semarang,4,3,2,Okta Property,2900000000.0,12000000,98,145,Candi Golf,Semarang,20000000.0,Residential,29591837.0,2–5B,0.68,20.0,"Candi Golf, Semarang, Indonesia",-7.0210085,110.4289333
Rumah STRATEGIS di ADIVASA Tanah Mas Semarang 2Lantai,3,3,2,Okta Property,1220000000.0,5000000,70,81,Tanah Mas,Semarang,15061728.4,Residential,17428571.0,1–2B,0.86,15.0617284,"Tanah Mas, Semarang, Indonesia",-6.9602512,110.4018668
Rumah Siap Huni di Bsb City,4,3,2,Vera Eka Watiwijaya -,4650000000.0,19000000,230,230,BSB City,Semarang,20217391.3,Residential,20217391.0,2–5B,1.0,20.2173913,"BSB City, Semarang, Indonesia",-7.0267058,110.333959
Rumah di Citra Sun Garden,3,2,1,Vera Eka Watiwijaya -,2000000000.0,8000000,180,150,Banyumanik,Semarang,13333333.33,Residential,11111111.0,1–2B,1.2,13.33333333,"Banyumanik, Semarang, Indonesia",-7.0606682,110.4189276
Rumah Ready Stok Di Citraland Bsb City Semarang Furnished,2,1,2,Okta Property,1820000000.0,7000000,128,48,BSB City,Semarang,37916666.67,Residential,14218750.0,1–2B,2.67,37.916666670000005,"BSB City, Semarang, Indonesia",-7.0267058,110.333959
Rumah Murah Mewah Tengah Kota Semarang Fatmawati Majapahit Pedurungan,3,2,2,Kurniawan Wijaya,675000000.0,2000000,60,75,Semarang Tengah,Semarang,9000000.0,Residential,11250000.0,500M–1B,0.8,9.0,"Semarang Tengah, Semarang, Indonesia",-6.9786542,110.4217815
Rumah Ready Stok Di Citraland Bsb Semarang Furnished,3,2,2,Okta Property,2050000000.0,8000000,120,68,BSB City,Semarang,30147058.82,Residential,17083333.0,2–5B,1.76,30.14705882,"BSB City, Semarang, Indonesia",-7.0267058,110.333959
Rumah Baru Full Furnished The Miles Bsb City,3,2,2,Else Susilowaty,1920000000.0,8000000,120,120,BSB City,Semarang,16000000.0,Residential,16000000.0,1–2B,1.0,16.0,"BSB City, Semarang, Indonesia",-7.0267058,110.333959
ruko cocok untuk bisnis bank,1,2,1,Rumahku,500000000.0,2000000,120,80,Citragrand,Semarang,6250000.0,Residential,4166667.0,< 500M,1.5,6.25,"Citragrand, Semarang, Indonesia",-7.0368424,110.4569691
Rumah STRATEGIS di Tanah Mas Semarang 2 Lantai,4,3,2,Okta Property,1870000000.0,7000000,96,125,Tanah Mas,Semarang,14960000.0,Residential,19479167.0,1–2B,0.77,14.96,"Tanah Mas, Semarang, Indonesia",-6.9602512,110.4018668
Rumah Ready Stok Type Rosewood Di Citraland Bsb,2,1,1,Okta Property,1370000000.0,5000000,128,48,BSB City,Semarang,28541666.67,Residential,10703125.0,1–2B,2.67,28.54166667,"BSB City, Semarang, Indonesia",-7.0267058,110.333959
"Dijual Rumah Tingkat 1,5 Lantai Furnished Siap Pakai Di Perumahan Graha Estetika, Semarang",4,2,1,Yuliana Tan,4000000000.0,16000000,287,250,Tembalang,Semarang,16000000.0,Residential,13937282.0,2–5B,1.15,16.0,"Tembalang, Semarang, Indonesia",-7.0601456,110.4466015
"Rumah Bagus Siap Pakai Di Perumahan Graha Padma, Semarang",2,1,1,Yuliana Tan,950000000.0,4000000,102,85,Graha Padma,Semarang,11176470.59,Residential,9313725.0,500M–1B,1.2,11.17647059,"Graha Padma, Semarang, Indonesia",-6.9737301,110.36604
"Dijual Cepat Rumah bangunan lama , posisi Hook Tengah Kota , Semarang",8,5,3,Yuliana Tan,17000000000.0,72000000,900,500,Semarang Tengah,Semarang,34000000.0,Residential,18888889.0,10–50B,1.8,34.0,"Semarang Tengah, Semarang, Indonesia",-6.9786542,110.4217815
"Dijual Rumah Tingkat 2 Lantai di Pinggir Jl. Raya Indraprasta, Semarang",6,3,3,Yuliana Tan,6500000000.0,27000000,249,350,Semarang Tengah,Semarang,18571428.57,Residential,26104418.0,5–10B,0.71,18.571428570000002,"Semarang Tengah, Semarang, Indonesia",-6.9786542,110.4217815
Di Jual Cepat Perumahan Elit Semarang Kota Di Potala,3,2,1,Jessica,1550000000.0,6000000,72,69,Manyaran,Semarang,22463768.12,Residential,21527778.0,1–2B,1.04,22.46376812,"Manyaran, Semarang, Indonesia",-7.0059688,110.3845005
Rumah Asri Nyaman Di Karonsih Ngaliyan Semarang Dekat Tol Krapyak,3,2,1,Yusup,800000000.0,3000000,130,140,Ngaliyan,Semarang,5714285.714,Residential,6153846.0,500M–1B,0.93,5.714285714,"Ngaliyan, Semarang, Indonesia",-7.0008457,110.336524
"Rumah Bagus 2 Lantai Strategis Tengah Kota Bisa Untuk Usaha Dekat Kampung Kali Semarang Tengah, Semarang 8761",4,4,1,Laurensia Prawiro,9000000000.0,38000000,294,350,Semarang Tengah,Semarang,25714285.71,Residential,30612245.0,5–10B,0.84,25.714285710000002,"Semarang Tengah, Semarang, Indonesia",-6.9786542,110.4217815
Rumah siap huni di jalan Wologito,3,2,2,Maria Julia,2500000000.0,10000000,245,225,Semarang Barat,Semarang,11111111.11,Residential,10204082.0,2–5B,1.09,11.11111111,"Semarang Barat, Semarang, Indonesia",-6.983425,110.3886509
Rumah Hitung Tanah Dijual Di Tengah Kota Semarang,2,2,3,Nita,26000000000.0,110000000,1071,600,Sekayu,Semarang,43333333.33,Residential,24276377.0,10–50B,1.78,43.333333329999995,"Sekayu, Semarang, Indonesia",-6.9804477,110.413759
