Title,Bedrooms,Bathrooms,Carports,Agent,Price_num,Installment_num,Land_sqm,Building_sqm,Area,City,Price_sqm,property_type,price_per_land_m2,price_segment,land_building_ratio,Price_sqm_M,query,lat,lon
"Dijual Rumah Terawat ,siap Huni Di Jl. Raja Farma, Duren Sawit Jakarta Timur",5,3,1,Carolina Helmi,3000000000.0,12000000,275,194,Duren Sawit,Jakarta Timur,15463917.53,Residential,10909091.0,2–5B,1.42,15.46391753,"Duren Sawit, Jakarta Timur, Indonesia",-6.2341378,106.9192472
Di Jual Rumah Mewah Bagus 2 Lantai Stratesis Siap Huni Nyaman Harga Terbaik Di Puloasem Rawamangun,5,7,2,Sri Oning,3860000000.0,16000000,142,280,Rawamangun,Jakarta Timur,13785714.29,Residential,27183099.0,2–5B,0.51,13.78571429,"Rawamangun, Jakarta Timur, Indonesia",-6.1948971,106.8828642
Rumah ada kolam renang di Pondok Kelapa Jakarta Timur,5,4,2,Sofyan Centra,29000000000.0,122000000,1350,700,Pondok Kelapa,Jakarta Timur,41428571.43,Residential,21481481.0,10–50B,1.93,41.42857143,"Pondok Kelapa, Jakarta Timur, Indonesia",-6.2422972,106.9333134
Rumah Siap Huni Di Pondok Kelapa Jakarta Timur,5,3,2,Sofyan Centra,10000000000.0,42000000,870,500,Pondok Kelapa,Jakarta Timur,20000000.0,Residential,11494253.0,5–10B,1.74,20.0,"Pondok Kelapa, Jakarta Timur, Indonesia",-6.2422972,106.9333134
Rumah Bagus Di Pondok Kelapa Jakarta Timur,4,3,2,Sofyan Centra,3300000000.0,13000000,170,200,Pondok Kelapa,Jakarta Timur,16500000.0,Residential,19411765.0,2–5B,0.85,16.5,"Pondok Kelapa, Jakarta Timur, Indonesia",-6.2422972,106.9333134
Rumah Bagus Di Pondok Kelapa Jakarta Timur,4,3,2,Sofyan Centra,4500000000.0,19000000,300,450,Pondok Kelapa,Jakarta Timur,10000000.0,Residential,15000000.0,2–5B,0.67,10.0,"Pondok Kelapa, Jakarta Timur, Indonesia",-6.2422972,106.9333134
Rumah Lux di Pondok Kelapa Jakarta Timur Rumah,4,4,2,Sofyan Centra,3300000000.0,13000000,175,200,Pondok Kelapa,Jakarta Timur,16500000.0,Residential,18857143.0,2–5B,0.88,16.5,"Pondok Kelapa, Jakarta Timur, Indonesia",-6.2422972,106.9333134
Rumah Bagus SHM 2 Lantai Citra Gran Cibubur,3,3,2,Sitie Property,1750000000.0,7000000,128,125,Citra Grand,Jakarta Timur,14000000.0,Residential,13671875.0,1–2B,1.02,14.0,"Citra Grand, Jakarta Timur, Indonesia",-6.2248852,106.8247329
Rumah Lama Hitung Tanah Akses 3 Mobil di Pinggir Jalan Raya,5,3,1,Hansamu,3500000000.0,14000000,196,160,Rawamangun,Jakarta Timur,21875000.0,Residential,17857143.0,2–5B,1.23,21.875,"Rawamangun, Jakarta Timur, Indonesia",-6.1948971,106.8828642
Rumah Murah Non Komplek Dekat Rsud Cipayung Di Bambu Apus,2,1,1,Hansamu,500000000.0,2000000,44,40,Bambu Apus,Jakarta Timur,12500000.0,Residential,11363636.0,< 500M,1.1,12.5,"Bambu Apus, Jakarta Timur, Indonesia",-6.3137921,106.9001301
DIJUAL RUMAH SANGAT MURAH 2 LANTAI DI CIPAYUNG JAKARTA TIMUR,4,2,2,Hansamu,2350000000.0,9000000,290,220,Cipayung,Jakarta Timur,10681818.18,Residential,8103448.0,2–5B,1.32,10.68181818,"Cipayung, Jakarta Timur, Indonesia",-6.3293992,106.9037389
Rumah Cantik Jual BU dalam Komplek Billy Moon Pondok Kelapa,4,3,4,Hansamu,2990000000.0,12000000,200,350,Pondok Kelapa,Jakarta Timur,8542857.143,Residential,14950000.0,2–5B,0.57,8.542857142999999,"Pondok Kelapa, Jakarta Timur, Indonesia",-6.2422972,106.9333134
Rumah Kavling Cantik Dan Mewah Di Bambu Apus Cpayung Lokasi Adem,2,2,2,Hansamu,2200000000.0,9000000,100,140,Bambu Apus,Jakarta Timur,15714285.71,Residential,22000000.0,2–5B,0.71,15.71428571,"Bambu Apus, Jakarta Timur, Indonesia",-6.3137921,106.9001301
Rumah Cantik Dan Mewah Dalam Cluster Di Pondok Bambu Lokasi Aman,3,3,3,Hansamu,3800000000.0,16000000,166,128,Pondok Bambu,Jakarta Timur,29687500.0,Residential,22891566.0,2–5B,1.3,29.6875,"Pondok Bambu, Jakarta Timur, Indonesia",-6.2353305,106.9014511
Rumah Baru Luas 108 Sd 60m2 Dlm Cluster Elit Full Bata Merah,4,4,2,Hansamu,1050000000.0,4000000,60,54,Cilangkap,Jakarta Timur,19444444.44,Residential,17500000.0,1–2B,1.11,19.44444444,"Cilangkap, Jakarta Timur, Indonesia",-6.3337625,106.9080579
Turun Harga Rumah Bagus Siap Huni Di Pulo Asem Jakarta Timur,9,8,3,Samto Pramono,8700000000.0,36000000,290,550,Pulo Asem,Jakarta Timur,15818181.82,Residential,30000000.0,5–10B,0.53,15.81818182,"Pulo Asem, Jakarta Timur, Indonesia",-6.1933403,106.8946936
Dijual Rumah Bagus Siap Huni Di The Royal Residence Pulogebang Jakarta Timur,2,3,1,Iing,1600000000.0,6000000,71,78,Pulogebang,Jakarta Timur,20512820.51,Residential,22535211.0,1–2B,0.91,20.51282051,"Pulogebang, Jakarta Timur, Indonesia",-6.2117281,106.9512437
Rumah Di Jual 2 Lantai Siap Huni Cipinang Jakarta Timur,2,3,2,Yoyo Prastya,2500000000.0,10000000,76,90,Rawamangun,Jakarta Timur,27777777.78,Residential,32894737.0,2–5B,0.84,27.77777778,"Rawamangun, Jakarta Timur, Indonesia",-6.1948971,106.8828642
Turun Harga Rumah Hitung Tanah Lebar 8 Di Pulomas Timur,3,2,1,Emilia Era Gading,3000000000.0,12000000,144,100,Pulomas,Jakarta Timur,30000000.0,Residential,20833333.0,2–5B,1.44,30.0,"Pulomas, Jakarta Timur, Indonesia",-6.1773105,106.8933929
Murah Rumah 2lantai Di Kalisari Pekayon Jakarta Timur,3,2,1,Lusi,850000000.0,3000000,63,76,Kalisari,Jakarta Timur,11184210.53,Residential,13492063.0,500M–1B,0.83,11.18421053,"Kalisari, Jakarta Timur, Indonesia",-6.3360796,106.8529734
Jual Cepat Investasi Untung,3,2,6,Kefas Property,3100000000.0,13000000,450,180,Condet,Jakarta Timur,17222222.22,Residential,6888889.0,2–5B,2.5,17.22222222,"Condet, Jakarta Timur, Indonesia",-6.2764268,106.8517227
Rumah 2 Lantai Full Furnished Hook Dalam Komplek Marinir Pondok Kelapa Duren Sawit,5,5,2,Farida Dwi Astuti,4300000000.0,18000000,245,300,Duren Sawit,Jakarta Timur,14333333.33,Residential,17551020.0,2–5B,0.82,14.33333333,"Duren Sawit, Jakarta Timur, Indonesia",-6.2341378,106.9192472
Rumah Bagus 2 Lantai Semi Furnished Bebas Banjir Dekat Tol JORR,4,5,2,Wendy Martfriansyah Asriel,2300000000.0,9000000,112,180,Ciracas,Jakarta Timur,12777777.78,Residential,20535714.0,2–5B,0.62,12.77777778,"Ciracas, Jakarta Timur, Indonesia",-6.3296346,106.8766039
Rumah Full Renov Semi Furnish Cluster Laseine Jgc Jakarta Timur,2,3,2,Lilian Lie,1850000000.0,7000000,90,120,Cakung,Jakarta Timur,15416666.67,Residential,20555556.0,1–2B,0.75,15.41666667,"Cakung, Jakarta Timur, Indonesia",-6.219081,106.9524791
Jual Cepat Rumah Bagus Lebar 8 Renov Furnish Di Missisipi Jakarta Garden City Jgc,4,4,2,Ester,2150000000.0,9000000,112,120,Cakung,Jakarta Timur,17916666.67,Residential,19196429.0,2–5B,0.93,17.91666667,"Cakung, Jakarta Timur, Indonesia",-6.219081,106.9524791
"Dijual Murah Rumah Di Kota Wisata Cibubur di Cluster West Covina Kota Wisata Cibubur , Cibubur",4,3,2,Tjin Debby Affandy,2100000000.0,8000000,120,92,Cibubur,Jakarta Timur,22826086.96,Residential,17500000.0,2–5B,1.3,22.82608696,"Cibubur, Jakarta Timur, Indonesia",-6.3561085,106.883563
Rumah lama hitung tanah di Waringin Permai AU murah,5,3,3,Riana Sitompul,8000000000.0,33000000,484,350,Jatiwaringin,Jakarta Timur,22857142.86,Residential,16528926.0,5–10B,1.38,22.85714286,"Jatiwaringin, Jakarta Timur, Indonesia",-6.2441863,106.8998911
Rumah cantik 2 lantai dalam komplek harga murah,4,4,1,Riana Sitompul,3800000000.0,16000000,256,375,Pondok Kelapa,Jakarta Timur,10133333.33,Residential,14843750.0,2–5B,0.68,10.13333333,"Pondok Kelapa, Jakarta Timur, Indonesia",-6.2422972,106.9333134
Dijual Rumah Bagus Modern 2 Lantai Bisa Nego Lokasi Strategis di Legenda Wisata Cibubur P3.109.09.24 Pr Hj,3,3,1,Seven Property Cibubur,3700000000.0,15000000,375,300,Legenda Wisata,Jakarta Timur,12333333.33,Residential,9866667.0,2–5B,1.25,12.33333333,"Legenda Wisata, Jakarta Timur, Indonesia",,
Hot Property Rumah Baru Bagus Modern Di Rawamangun Jakarta Timur,3,3,1,Agung Wibowo,1600000000.0,6000000,40,95,Rawamangun,Jakarta Timur,16842105.26,Residential,40000000.0,1–2B,0.42,16.84210526,"Rawamangun, Jakarta Timur, Indonesia",-6.1948971,106.8828642
"Rumah 2,5 Lantai Sudah Renovasi Di Cluster North Missisipi, Jakarta Timur",4,3,2,Jimmy Lunardi,2300000000.0,9000000,112,160,Jakarta Garden City,Jakarta Timur,14375000.0,Residential,20535714.0,2–5B,0.7,14.375,"Jakarta Garden City, Jakarta Timur, Indonesia",-6.1694223,106.9560987
Rumah Strategis Di Kayu Putih Kayu Mas Dekat Mrt Bebas Banjir,4,2,1,Winny Eryana,6680000000.0,28000000,452,220,Kayu Putih,Jakarta Timur,30363636.36,Residential,14778761.0,5–10B,2.05,30.36363636,"Kayu Putih, Jakarta Timur, Indonesia",-6.1781625,106.884318
Rumah Termurah Lt 90 Rangka Baja Ringan Kota Wisata Cibubur Jakarta Timur,2,1,1,Lim Smart,895000000.0,3000000,90,60,Kota Wisata,Jakarta Timur,14916666.67,Residential,9944444.0,500M–1B,1.5,14.91666667,"Kota Wisata, Jakarta Timur, Indonesia",-6.3725496,106.9007631
Dijual Rumah Cipinang Elok,3,1,1,Veny Thresia,2000000000.0,8000000,114,90,Cipinang,Jakarta Timur,22222222.22,Residential,17543860.0,1–2B,1.27,22.22222222,"Cipinang, Jakarta Timur, Indonesia",-6.213765,106.8848573
"Jual BU. Rumah Murah di Perum PTB Duren Sawit, Jakarta Timur SHM",3,2,1,Mochamad Fachry Husaeni,1500000000.0,6000000,90,80,Duren Sawit,Jakarta Timur,18750000.0,Residential,16666667.0,1–2B,1.12,18.75,"Duren Sawit, Jakarta Timur, Indonesia",-6.2341378,106.9192472
Rumah Cluster Ready Stok Di Ciracas Jakarta Timur,3,2,1,Raidin Property,890000000.0,3000000,65,60,Ciracas,Jakarta Timur,14833333.33,Residential,13692308.0,500M–1B,1.08,14.83333333,"Ciracas, Jakarta Timur, Indonesia",-6.3296346,106.8766039
Rumah Cluster Murah Siap Huni Dekat Lrt Ciracas,2,1,1,Raidin Property,800000000.0,3000000,85,70,Ciracas,Jakarta Timur,11428571.43,Residential,9411765.0,500M–1B,1.21,11.42857143,"Ciracas, Jakarta Timur, Indonesia",-6.3296346,106.8766039
Rumah Cluster Siap Huni Dekat Lrt Ciracas,3,3,1,Raidin Property,1400000000.0,5000000,87,120,Ciracas,Jakarta Timur,11666666.67,Residential,16091954.0,1–2B,0.72,11.66666667,"Ciracas, Jakarta Timur, Indonesia",-6.3296346,106.8766039
"Raffles Hills Cibubur Rumah Minimalis Modern Dalam Cluster Siap Huni,cibubur",4,3,1,Agustinus Purwoko Edi Santoso,2640000000.0,11000000,160,250,Raffles Hills,Jakarta Timur,10560000.0,Residential,16500000.0,2–5B,0.64,10.56,"Raffles Hills, Jakarta Timur, Indonesia",,
"Dijual Rumah Murah 2 Lantai Sudah Renovasi Di Cluster Baru Kota Wisata, Dekat Mal!",3,2,2,Nila,2050000000.0,8000000,120,150,Kota Wisata,Jakarta Timur,13666666.67,Residential,17083333.0,2–5B,0.8,13.66666667,"Kota Wisata, Jakarta Timur, Indonesia",-6.3725496,106.9007631
"Jual Cepat Rumah 2lantai Cluster Mahakam, Jakarta Garden City",4,2,2,Widha,1750000000.0,7000000,85,93,Cakung,Jakarta Timur,18817204.3,Residential,20588235.0,1–2B,0.91,18.8172043,"Cakung, Jakarta Timur, Indonesia",-6.219081,106.9524791
Rumah Mewah Di Laseine Jakarta Garden City,4,4,1,Widha,2450000000.0,10000000,119,160,Cakung,Jakarta Timur,15312500.0,Residential,20588235.0,2–5B,0.74,15.3125,"Cakung, Jakarta Timur, Indonesia",-6.219081,106.9524791
Rumah Termurah Bagus 7x22 3 Kamar Tidur Cluster Palm Spring JGC,3,3,2,Widha,2900000000.0,12000000,158,115,Jakarta Garden City,Jakarta Timur,25217391.3,Residential,18354430.0,2–5B,1.37,25.2173913,"Jakarta Garden City, Jakarta Timur, Indonesia",-6.1694223,106.9560987
Jual Rumah Full Furnish Cluster Alamanda Jakarta Garden City,4,4,1,Widha,2500000000.0,10000000,124,150,Cakung,Jakarta Timur,16666666.67,Residential,20161290.0,2–5B,0.83,16.66666667,"Cakung, Jakarta Timur, Indonesia",-6.219081,106.9524791
Rumah Furnished Siap Huni di Cipayung Jakarta Timur,5,5,3,Titis Mukti,3000000000.0,12000000,170,250,Cipayung,Jakarta Timur,12000000.0,Residential,17647059.0,2–5B,0.68,12.0,"Cipayung, Jakarta Timur, Indonesia",-6.3293992,106.9037389
Rumah 2 Lantai Baru di Cipayung Kota Jakarta Timur,3,2,1,Farida Dwi Astuti,877000000.0,3000000,51,67,Cipayung,Jakarta Timur,13089552.24,Residential,17196078.0,500M–1B,0.76,13.08955224,"Cipayung, Jakarta Timur, Indonesia",-6.3293992,106.9037389
"Rumah Baru di Ciracas, Kota Jakarta Timur",2,2,1,Farida Dwi Astuti,592000000.0,2000000,27,38,Ciracas,Jakarta Timur,15578947.37,Residential,21925926.0,500M–1B,0.71,15.57894737,"Ciracas, Jakarta Timur, Indonesia",-6.3296346,106.8766039
Beli Untung,4,4,2,Nur Syam,7500000000.0,31000000,480,700,Pondok Kelapa,Jakarta Timur,10714285.71,Residential,15625000.0,5–10B,0.69,10.71428571,"Pondok Kelapa, Jakarta Timur, Indonesia",-6.2422972,106.9333134
Beli Untung,4,4,2,Nur Syam,2450000000.0,10000000,110,150,Pondok Kelapa,Jakarta Timur,16333333.33,Residential,22272727.0,2–5B,0.73,16.33333333,"Pondok Kelapa, Jakarta Timur, Indonesia",-6.2422972,106.9333134
Beli Untung,5,4,2,Nur Syam,4400000000.0,18000000,192,231,Pondok Kelapa,Jakarta Timur,19047619.05,Residential,22916667.0,2–5B,0.83,19.04761905,"Pondok Kelapa, Jakarta Timur, Indonesia",-6.2422972,106.9333134
Beli Untung,5,5,2,Nur Syam,4000000000.0,16000000,509,384,Cakung,Jakarta Timur,10416666.67,Residential,7858546.0,2–5B,1.33,10.41666667,"Cakung, Jakarta Timur, Indonesia",-6.219081,106.9524791
Beli Untung,4,3,2,Nur Syam,1900000000.0,8000000,90,150,Pondok Kelapa,Jakarta Timur,12666666.67,Residential,21111111.0,1–2B,0.6,12.66666667,"Pondok Kelapa, Jakarta Timur, Indonesia",-6.2422972,106.9333134
Beli Untung,4,4,1,Nur Syam,1600000000.0,6000000,90,200,Pondok Kelapa,Jakarta Timur,8000000.0,Residential,17777778.0,1–2B,0.45,8.0,"Pondok Kelapa, Jakarta Timur, Indonesia",-6.2422972,106.9333134
Beli Untung,5,5,2,Nur Syam,5000000000.0,21000000,337,300,Duren Sawit,Jakarta Timur,16666666.67,Residential,14836795.0,2–5B,1.12,16.66666667,"Duren Sawit, Jakarta Timur, Indonesia",-6.2341378,106.9192472
Beli Untung,5,3,2,Nur Syam,2000000000.0,8000000,133,250,Duren Sawit,Jakarta Timur,8000000.0,Residential,15037594.0,1–2B,0.53,8.0,"Duren Sawit, Jakarta Timur, Indonesia",-6.2341378,106.9192472
Beli Untung,5,2,2,Nur Syam,2500000000.0,10000000,137,200,Klender,Jakarta Timur,12500000.0,Residential,18248175.0,2–5B,0.68,12.5,"Klender, Jakarta Timur, Indonesia",-6.2133188,106.8994133
Rumah Murah 3 Lantai Terlaris Di Dekat Al Azhar Rawamangun,3,3,1,Van Basten,1070000000.0,4000000,30,80,Rawamangun,Jakarta Timur,13375000.0,Residential,35666667.0,1–2B,0.38,13.375,"Rawamangun, Jakarta Timur, Indonesia",-6.1948971,106.8828642
Dijual Rumah Siap Huni Full Furnish Di Perumahan Elit Rawamangun,4,5,1,Van Basten,4250000000.0,18000000,160,300,Kayu Putih,Jakarta Timur,14166666.67,Residential,26562500.0,2–5B,0.53,14.16666667,"Kayu Putih, Jakarta Timur, Indonesia",-6.1781625,106.884318
Dijual Rumah Siap Huni Di Perumahan Aman Dan Nyaman Pondok Bambu,2,2,1,Van Basten,1600000000.0,6000000,90,90,Pondok Bambu,Jakarta Timur,17777777.78,Residential,17777778.0,1–2B,1.0,17.77777778,"Pondok Bambu, Jakarta Timur, Indonesia",-6.2353305,106.9014511
Rumah Besar Asri Termurah Siap Huni Di Pondok Bambu Duren Sawit,5,4,2,Van Basten,4000000000.0,16000000,235,400,Pondok Bambu,Jakarta Timur,10000000.0,Residential,17021277.0,2–5B,0.59,10.0,"Pondok Bambu, Jakarta Timur, Indonesia",-6.2353305,106.9014511
"Rumah Siap Huni,cipayung Jakarta Timur",3,2,1,Wahyu,920000000.0,3000000,75,90,Cilangkap,Jakarta Timur,10222222.22,Residential,12266667.0,500M–1B,0.83,10.22222222,"Cilangkap, Jakarta Timur, Indonesia",-6.3337625,106.9080579
Rumah Mewah Besar Siap Huni di Perumahan Pulomas,5,4,4,Haryadi Handoko,15000000000.0,63000000,348,512,Pulomas,Jakarta Timur,29296875.0,Residential,43103448.0,10–50B,0.68,29.296875,"Pulomas, Jakarta Timur, Indonesia",-6.1773105,106.8933929
Rumah Baru Siap Huni Minimalis Modern 2 Lantai Di Pisangan Baru Utara Jakarta Timur,3,3,3,Ullin Achmad,2400000000.0,10000000,88,117,Matraman,Jakarta Timur,20512820.51,Residential,27272727.0,2–5B,0.75,20.51282051,"Matraman, Jakarta Timur, Indonesia",-6.2125672,106.8597528
"Rumah Semi Furnished Bagus di Cluster Wisteria, Jakarta Garden City",3,2,2,Tata Liung,2500000000.0,10000000,84,79,Jakarta Garden City,Jakarta Timur,31645569.62,Residential,29761905.0,2–5B,1.06,31.64556962,"Jakarta Garden City, Jakarta Timur, Indonesia",-6.1694223,106.9560987
Rumah Baru Minimalis Modern 2 Lt Di Jl Pisangan Baru Utara,4,3,1,Ullin Achmad,1340000000.0,5000000,45,87,Matraman,Jakarta Timur,15402298.85,Residential,29777778.0,1–2B,0.52,15.40229885,"Matraman, Jakarta Timur, Indonesia",-6.2125672,106.8597528
Dijual Rumah Dua Lantai Ada.kolam Renang Di.metland Cakung,3,3,1,Nesa Era Gading,2500000000.0,10000000,130,240,Cakung,Jakarta Timur,10416666.67,Residential,19230769.0,2–5B,0.54,10.41666667,"Cakung, Jakarta Timur, Indonesia",-6.219081,106.9524791
Dijual rumah 2 lantai full furnishesd di Taman Modern - Cakung Jakarta Timur,4,3,1,Yanna,3300000000.0,13000000,200,354,Cakung,Jakarta Timur,9322033.898,Residential,16500000.0,2–5B,0.56,9.322033898,"Cakung, Jakarta Timur, Indonesia",-6.219081,106.9524791
"Promo Idul Fitri 3,6M Rumah Modern Klasik Mewah Bebas Banjir Pulomas Kayuputih Rawamangun Jakarta Timur",5,4,1,Umi Marjanah,3600000000.0,15000000,105,210,Pulomas,Jakarta Timur,17142857.14,Residential,34285714.0,2–5B,0.5,17.14285714,"Pulomas, Jakarta Timur, Indonesia",-6.1773105,106.8933929
"JUAL MURAH Rumah Taman Modern, Cakung, Jakarta Timur.",5,3,3,Windi Wie,2800000000.0,11000000,240,300,Cakung,Jakarta Timur,9333333.333,Residential,11666667.0,2–5B,0.8,9.333333333,"Cakung, Jakarta Timur, Indonesia",-6.219081,106.9524791
Rumah Jatinegara Paradise Cluster Cipinang Muara,2,1,1,Sofyan Centra,980000000.0,4000000,56,53,Cipinang,Jakarta Timur,18490566.04,Residential,17500000.0,500M–1B,1.06,18.490566039999997,"Cipinang, Jakarta Timur, Indonesia",-6.213765,106.8848573
Rumah Mewah Modern Siap Huni Strategis Pondok Kelapa Jaktim,4,3,2,Ika Mustika,2350000000.0,9000000,92,160,Pondok Kelapa,Jakarta Timur,14687500.0,Residential,25543478.0,2–5B,0.57,14.6875,"Pondok Kelapa, Jakarta Timur, Indonesia",-6.2422972,106.9333134
Rumah Cantik Boulevard Siap Huni Strategis Kota Wisata Cibubur,3,4,2,Ika Mustika,4600000000.0,19000000,300,400,Kota Wisata,Jakarta Timur,11500000.0,Residential,15333333.0,2–5B,0.75,11.5,"Kota Wisata, Jakarta Timur, Indonesia",-6.3725496,106.9007631
Rumah Mewah Furnished Strategis Dekat Transmart Cibubur,5,4,4,Ika Mustika,6900000000.0,29000000,300,400,Cibubur,Jakarta Timur,17250000.0,Residential,23000000.0,5–10B,0.75,17.25,"Cibubur, Jakarta Timur, Indonesia",-6.3561085,106.883563
Jual Cepat Buaran Hunian Nyaman,5,2,1,Kefas Property,2400000000.0,10000000,228,272,Buaran,Jakarta Timur,8823529.412,Residential,10526316.0,2–5B,0.84,8.823529412000001,"Buaran, Jakarta Timur, Indonesia",-6.2156064,106.92316
Rumah Mewah Dijual Cepat Murah,4,4,1,Euis Setiasih,2800000000.0,11000000,160,250,Cibubur,Jakarta Timur,11200000.0,Residential,17500000.0,2–5B,0.64,11.2,"Cibubur, Jakarta Timur, Indonesia",-6.3561085,106.883563
"Rumah Bagus SHM Pondok Kelapa, Jakarta Timur",4,3,2,Tano Baya,5700000000.0,24000000,612,311,Pondok Kelapa,Jakarta Timur,18327974.28,Residential,9313725.0,5–10B,1.97,18.327974280000003,"Pondok Kelapa, Jakarta Timur, Indonesia",-6.2422972,106.9333134
Rumah Cluster Baru Di Bambu Apus 1M Dekat Mabes Jakarta Timur,3,2,1,Muhammad Fadli,990000000.0,4000000,60,75,Cipayung,Jakarta Timur,13200000.0,Residential,16500000.0,500M–1B,0.8,13.2,"Cipayung, Jakarta Timur, Indonesia",-6.3293992,106.9037389
Jual Rugi Rumah Baru Hadap Timur Di Laseine Jgc Jakarta Garden City,4,3,2,Ester,1670000000.0,7000000,102,76,Cakung,Jakarta Timur,21973684.21,Residential,16372549.0,1–2B,1.34,21.973684210000002,"Cakung, Jakarta Timur, Indonesia",-6.219081,106.9524791
Rumah Bagus Uk 7x22 Furnish Renov Di Palm Spring Jgc Jakarta Garden City,3,3,2,Ester,2900000000.0,12000000,15800,11500,Cakung,Jakarta Timur,252173.913,Residential,183544.0,2–5B,1.37,0.252173913,"Cakung, Jakarta Timur, Indonesia",-6.219081,106.9524791
Jual Rugi Rumah Baru Bagus Lt 126 M2 Semi Furnish Di Matana Asya Jakarta Garden City Jgc,4,3,2,Ester,3050000000.0,12000000,126,146,Cakung,Jakarta Timur,20890410.96,Residential,24206349.0,2–5B,0.86,20.89041096,"Cakung, Jakarta Timur, Indonesia",-6.219081,106.9524791
Rumah Cluster Murah 2 Lantai Di Susukan Ciracas,3,2,1,Muhammad Rakha Anggasta,998000000.0,4000000,50,55,Ciracas,Jakarta Timur,18145454.55,Residential,19960000.0,500M–1B,0.91,18.14545455,"Ciracas, Jakarta Timur, Indonesia",-6.3296346,106.8766039
Jual Cepat Investasi Untung,4,3,1,Kefas Property,1700000000.0,7000000,300,300,Cijantung,Jakarta Timur,5666666.667,Residential,5666667.0,1–2B,1.0,5.666666667,"Cijantung, Jakarta Timur, Indonesia",-6.3220385,106.8581623
"Rumah 2 Lantai Lokasi Strategi di Cijantung, Jakarta Timur",5,3,1,Sari,2700000000.0,11000000,150,250,Cijantung,Jakarta Timur,10800000.0,Residential,18000000.0,2–5B,0.6,10.8,"Cijantung, Jakarta Timur, Indonesia",-6.3220385,106.8581623
Pindah Langsung Rumah Siap Huni Semi Furnished Dalam Cluster,3,3,2,Moura,2430000000.0,10000000,85,100,Matraman,Jakarta Timur,24300000.0,Residential,28588235.0,2–5B,0.85,24.3,"Matraman, Jakarta Timur, Indonesia",-6.2125672,106.8597528
Rumah Rawamangun Dekat Premier Riviera Pulo Gadung Jakarta Timur,2,2,1,Rahma,1170000000.0,4000000,30,80,Rawamangun,Jakarta Timur,14625000.0,Residential,39000000.0,1–2B,0.38,14.625,"Rawamangun, Jakarta Timur, Indonesia",-6.1948971,106.8828642
Rumah Banyak Promo 3lt 7x12 3kt Cluster Wisteria Keppel Metland,3,2,2,Ester,2260000000.0,9000000,84,79,Cakung,Jakarta Timur,28607594.94,Residential,26904762.0,2–5B,1.06,28.607594940000002,"Cakung, Jakarta Timur, Indonesia",-6.219081,106.9524791
Di Jual Rumah Besar Dan Luas Tanah 640 M2 Pulomas Jakarta Timur.,7,5,4,Wiwin,22000000000.0,93000000,640,600,Pulomas,Jakarta Timur,36666666.67,Residential,34375000.0,10–50B,1.07,36.666666670000005,"Pulomas, Jakarta Timur, Indonesia",-6.1773105,106.8933929
Rumah Cantik Baru Renov Siap Huni 2 Lantai Didalam Cluster Elite Kota Wisata Cibubur,3,2,2,Fransisca Dutapropertycibubur,2050000000.0,8000000,120,100,Kota Wisata,Jakarta Timur,20500000.0,Residential,17083333.0,2–5B,1.2,20.5,"Kota Wisata, Jakarta Timur, Indonesia",-6.3725496,106.9007631
Rumah Cantik 2 Lantai Posisi Kuldesak Memiliki Halaman Samping Yg Cukup Luas Di Dalam Cluster Elite Kota Wisata Cibubur,4,2,1,Fransisca Dutapropertycibubur,970000000.0,4000000,90,105,Kota Wisata,Jakarta Timur,9238095.238,Residential,10777778.0,500M–1B,0.86,9.238095238,"Kota Wisata, Jakarta Timur, Indonesia",-6.3725496,106.9007631
rumah 2 lantai dicilangkap jakarta timur strategis dekat 3 akses pintu tol,3,2,1,Deni,799000000.0,3000000,50,50,Cilangkap,Jakarta Timur,15980000.0,Residential,15980000.0,500M–1B,1.0,15.98,"Cilangkap, Jakarta Timur, Indonesia",-6.3337625,106.9080579
Rumah Bagus Cluster Premier Riviera Rawamangun Jakarta Timur,3,3,3,Danny,2970000000.0,12000000,90,120,Rawamangun,Jakarta Timur,24750000.0,Residential,33000000.0,2–5B,0.75,24.75,"Rawamangun, Jakarta Timur, Indonesia",-6.1948971,106.8828642
Turun Harga Rumah Cibubur Indah Luas Dkt St. Lrt Harjamukti,3,2,1,Tintin Widowati Widodo,1900000000.0,8000000,162,118,Cibubur,Jakarta Timur,16101694.92,Residential,11728395.0,1–2B,1.37,16.10169492,"Cibubur, Jakarta Timur, Indonesia",-6.3561085,106.883563
Rumah Bagus Modern Di Kayu Putih Rawamangun Jakarta Timur,3,3,2,Danny,2950000000.0,12000000,90,120,Kayu Putih,Jakarta Timur,24583333.33,Residential,32777778.0,2–5B,0.75,24.58333333,"Kayu Putih, Jakarta Timur, Indonesia",-6.1781625,106.884318
Rumah Dalam Komplek Di Kayu Putih,3,2,1,Novita Kartika,2800000000.0,11000000,119,90,Kayu Putih,Jakarta Timur,31111111.11,Residential,23529412.0,2–5B,1.32,31.11111111,"Kayu Putih, Jakarta Timur, Indonesia",-6.1781625,106.884318
Rumah 2 Lantai dijakarta Hanya 10 menit ke LRT ciracas dan 5 menit ke Gerbang tol GT Bambu Apus,3,2,1,Deni,1110000000.0,4000000,62,80,Ciracas,Jakarta Timur,13875000.0,Residential,17903226.0,1–2B,0.78,13.875,"Ciracas, Jakarta Timur, Indonesia",-6.3296346,106.8766039
